metabolite_accession	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	GeneName
HMDB0002111	Water	H2O	HMDBP11645	Chromodomain-helicase-DNA-binding protein 8	Q9HCK8	Unknown	Chd8
HMDB0002111	Water	H2O	HMDBP11646	Chromodomain-helicase-DNA-binding protein 9	Q3L8U1	Unknown	Chd9
HMDB0002111	Water	H2O	HMDBP11648	Steroid 21-hydroxylase	P08686	Unknown	Cyp21a1
HMDB0002111	Water	H2O	HMDBP11650	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2	O14595	Unknown	Ctdsp2
HMDB0002111	Water	H2O	HMDBP11651	CTD small phosphatase-like protein	O15194	Unknown	Ctdspl
HMDB0002111	Water	H2O	HMDBP11655	dCTP pyrophosphatase 1	Q9H773	Unknown	Dctpp1
HMDB0002111	Water	H2O	HMDBP11656	ATP-dependent RNA helicase DDX19A	Q9NUU7	Unknown	Ddx19b
HMDB0002111	Water	H2O	HMDBP11657	ATP-dependent RNA helicase DDX19B	Q9UMR2	Unknown	Ddx19b
HMDB0002111	Water	H2O	HMDBP11658	Probable ATP-dependent RNA helicase DDX10	Q13206	Unknown	Ddx10
HMDB0002111	Water	H2O	HMDBP11661	Probable ATP-dependent RNA helicase DDX17	Q92841	Unknown	Ddx17
HMDB0002111	Water	H2O	HMDBP11663	ATP-dependent RNA helicase DDX1	Q92499	Unknown	Ddx1
HMDB0002111	Water	H2O	HMDBP11664	Probable ATP-dependent RNA helicase DDX20	Q9UHI6	Unknown	Ddx20
HMDB0002111	Water	H2O	HMDBP11665	Nucleolar RNA helicase 2	Q9NR30	Unknown	Ddx21
HMDB0002111	Water	H2O	HMDBP11666	Probable ATP-dependent RNA helicase DDX23	Q9BUQ8	Unknown	Ddx23
HMDB0002111	Water	H2O	HMDBP11667	ATP-dependent RNA helicase DDX24	Q9GZR7	Unknown	Ddx24
HMDB0002111	Water	H2O	HMDBP11668	ATP-dependent RNA helicase DDX25	Q9UHL0	Unknown	Ddx25
HMDB0002111	Water	H2O	HMDBP11669	Probable ATP-dependent RNA helicase DDX27	Q96GQ7	Unknown	Ddx27
HMDB0002111	Water	H2O	HMDBP11670	Probable ATP-dependent RNA helicase DDX28	Q9NUL7	Unknown	Ddx28
HMDB0002111	Water	H2O	HMDBP11671	Probable ATP-dependent RNA helicase DDX31	Q9H8H2	Unknown	Ddx31
HMDB0002111	Water	H2O	HMDBP11672	ATP-dependent RNA helicase DDX3X	O00571	Unknown	Ddx3
HMDB0002111	Water	H2O	HMDBP11673	ATP-dependent RNA helicase DDX3Y	O15523	Unknown	Ddx3y
HMDB0002111	Water	H2O	HMDBP11674	Probable ATP-dependent RNA helicase DDX41	Q9UJV9	Unknown	LOC100912568
HMDB0002111	Water	H2O	HMDBP11675	ATP-dependent RNA helicase DDX42	Q86XP3	Unknown	Ddx42
HMDB0002111	Water	H2O	HMDBP11677	Probable ATP-dependent RNA helicase DDX46	Q7L014	Unknown	Ddx46
HMDB0002111	Water	H2O	HMDBP11678	Probable ATP-dependent RNA helicase DDX47	Q9H0S4	Unknown	Ddx47
HMDB0002111	Water	H2O	HMDBP11679	Probable ATP-dependent RNA helicase DDX49	Q9Y6V7	Unknown	Ddx49
HMDB0002111	Water	H2O	HMDBP11680	Probable ATP-dependent RNA helicase DDX4	Q9NQI0	Unknown	Ddx4
HMDB0002111	Water	H2O	HMDBP11681	ATP-dependent RNA helicase DDX50	Q9BQ39	Unknown	Ddx50
HMDB0002111	Water	H2O	HMDBP11682	ATP-dependent RNA helicase DDX51	Q8N8A6	Unknown	Ddx51
HMDB0002111	Water	H2O	HMDBP11683	Probable ATP-dependent RNA helicase DDX52	Q9Y2R4	Unknown	Ddx52
HMDB0002111	Water	H2O	HMDBP11685	ATP-dependent RNA helicase DDX54	Q8TDD1	Unknown	Ddx54
HMDB0002111	Water	H2O	HMDBP11686	ATP-dependent RNA helicase DDX55	Q8NHQ9	Unknown	Ddx55
HMDB0002111	Water	H2O	HMDBP11687	Probable ATP-dependent RNA helicase DDX56	Q9NY93	Unknown	Ddx56
HMDB0002111	Water	H2O	HMDBP11689	Probable ATP-dependent RNA helicase DDX59	Q5T1V6	Unknown	Ddx59
HMDB0002111	Water	H2O	HMDBP11690	Probable ATP-dependent RNA helicase DDX5	P17844	Unknown	Ddx5
HMDB0002111	Water	H2O	HMDBP11691	Probable ATP-dependent RNA helicase DDX60	Q8IY21	Unknown	Ddx60l1
HMDB0002111	Water	H2O	HMDBP11693	Probable ATP-dependent RNA helicase DDX6	P26196	Unknown	Ddx6
HMDB0002111	Water	H2O	HMDBP11694	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	O43143	Unknown	Dhx15
HMDB0002111	Water	H2O	HMDBP11695	ATP-dependent RNA helicase DHX29	Q7Z478	Unknown	Dhx29
HMDB0002111	Water	H2O	HMDBP11696	Putative ATP-dependent RNA helicase DHX30	Q7L2E3	Unknown	Dhx30
HMDB0002111	Water	H2O	HMDBP11697	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32	Q7L7V1	Unknown	Dhx32
HMDB0002111	Water	H2O	HMDBP11698	Putative ATP-dependent RNA helicase DHX33	Q9H6R0	Unknown	Dhx33
HMDB0002111	Water	H2O	HMDBP11699	Probable ATP-dependent RNA helicase DHX34	Q14147	Unknown	Dhx34
HMDB0002111	Water	H2O	HMDBP11700	Probable ATP-dependent RNA helicase DHX35	Q9H5Z1	Unknown	Dhx35
HMDB0002111	Water	H2O	HMDBP11701	Probable ATP-dependent RNA helicase DHX36	Q9H2U1	Unknown	Dhx36
HMDB0002111	Water	H2O	HMDBP11702	Probable ATP-dependent RNA helicase DHX37	Q8IY37	Unknown	Dhx37
HMDB0002111	Water	H2O	HMDBP11703	Probable ATP-dependent RNA helicase DHX40	Q8IX18	Unknown	Dhx40
HMDB0002111	Water	H2O	HMDBP11704	Putative ATP-dependent RNA helicase DHX57	Q6P158	Unknown	Dhx57
HMDB0002111	Water	H2O	HMDBP11705	Probable ATP-dependent RNA helicase DHX58	Q96C10	Unknown	Dhx58
HMDB0002111	Water	H2O	HMDBP11706	ATP-dependent RNA helicase DHX8	Q14562	Unknown	Dhx8
HMDB0002111	Water	H2O	HMDBP11707	ATP-dependent RNA helicase A	Q08211	Unknown	Dhx9
HMDB0002111	Water	H2O	HMDBP11710	DNA replication ATP-dependent helicase/nuclease DNA2	P51530	Unknown	Slc25a16
HMDB0002111	Water	H2O	HMDBP11719	ATP-dependent RNA helicase DQX1	Q8TE96	Unknown	Dqx1
HMDB0002111	Water	H2O	HMDBP11721	Dual specificity protein phosphatase 22	Q9NRW4	Unknown	Dusp22
HMDB0002111	Water	H2O	HMDBP11722	Dual specificity protein phosphatase 23	Q9BVJ7	Unknown	Dusp23
HMDB0002111	Water	H2O	HMDBP11723	Dual specificity protein phosphatase 26	Q9BV47	Unknown	Dusp26
HMDB0002111	Water	H2O	HMDBP11724	ATP-dependent RNA helicase DDX39A	O00148	Unknown	Ddx39a
HMDB0002111	Water	H2O	HMDBP11732	DNA excision repair protein ERCC-6-like	Q2NKX8	Unknown	Ercc6l
HMDB0002111	Water	H2O	HMDBP11733	TFIIH basal transcription factor complex helicase XPB subunit	P19447	Unknown	Ercc3
HMDB0002111	Water	H2O	HMDBP11734	Fanconi anemia group J protein	Q9BX63	Unknown	Brip1
HMDB0002111	Water	H2O	HMDBP11735	Fanconi anemia group M protein	Q8IYD8	Unknown	Fancm
HMDB0002111	Water	H2O	HMDBP11753	Glycerophosphocholine phosphodiesterase GPCPD1	Q9NPB8	Unknown	Gpcpd1
HMDB0002111	Water	H2O	HMDBP11754	Probable glutathione peroxidase 8	Q8TED1	Unknown	Gpx8
HMDB0002111	Water	H2O	HMDBP11755	Glutathione S-transferase theta-2B	P0CG30	Unknown	Gstt2
HMDB0002111	Water	H2O	HMDBP11777	Helicase POLQ-like	Q8TDG4	Unknown	Helq
HMDB0002111	Water	H2O	HMDBP11781	Probable ATP-dependent DNA helicase HFM1	A2PYH4	Unknown	Hfm1
HMDB0002111	Water	H2O	HMDBP11785	Inactive heparanase-2	Q8WWQ2	Unknown	Hpse2
HMDB0002111	Water	H2O	HMDBP11789	Hydroxyacyl-thioester dehydratase type 2, mitochondrial	P86397	Unknown	Rpp14
HMDB0002111	Water	H2O	HMDBP11790	Hyaluronidase-3	O43820	Unknown	Hyal3
HMDB0002111	Water	H2O	HMDBP11791	Hyaluronidase-4	Q2M3T9	Unknown	Hyal4
HMDB0002111	Water	H2O	HMDBP11793	Eukaryotic initiation factor 4A-I	P60842	Unknown	Eif4a1
HMDB0002111	Water	H2O	HMDBP11794	Eukaryotic initiation factor 4A-II	Q14240	Unknown	Eif4a2
HMDB0002111	Water	H2O	HMDBP11795	Eukaryotic initiation factor 4A-III	P38919	Unknown	Eif4a3
HMDB0002111	Water	H2O	HMDBP11796	Interferon-induced helicase C domain-containing protein 1	Q9BYX4	Unknown	Ifih1
HMDB0002111	Water	H2O	HMDBP11797	DNA helicase INO80	Q9ULG1	Unknown	Ino80
HMDB0002111	Water	H2O	HMDBP11801	Katanin p60 ATPase-containing subunit A-like 1	Q9BW62	Unknown	Katnal1
HMDB0002111	Water	H2O	HMDBP11802	Katanin p60 ATPase-containing subunit A-like 2	Q8IYT4	Unknown	Katnal2
HMDB0002111	Water	H2O	HMDBP11805	Phosphatidate phosphatase LPIN1	Q14693	Unknown	Lpin1
HMDB0002111	Water	H2O	HMDBP11806	Phosphatidate phosphatase LPIN2	Q92539	Unknown	Lpin2
HMDB0002111	Water	H2O	HMDBP11807	Phosphatidate phosphatase LPIN3	Q9BQK8	Unknown	Lpin3
HMDB0002111	Water	H2O	HMDBP11808	Putative helicase Mov10l1	Q9BXT6	Unknown	Mov10l1
HMDB0002111	Water	H2O	HMDBP11809	Alpha-mannosidase 2x	P49641	Unknown	Man2a2
HMDB0002111	Water	H2O	HMDBP11810	Lysosomal alpha-mannosidase	O00754	Unknown	Man2b1
HMDB0002111	Water	H2O	HMDBP11811	Epididymis-specific alpha-mannosidase	Q9Y2E5	Unknown	Mrfap1
HMDB0002111	Water	H2O	HMDBP11816	DNA replication licensing factor MCM2	P49736	Unknown	Mcm2
HMDB0002111	Water	H2O	HMDBP11817	DNA replication licensing factor MCM3	P25205	Unknown	Mcm3
HMDB0002111	Water	H2O	HMDBP11818	DNA replication licensing factor MCM4	P33991	Unknown	AC129365.1
HMDB0002111	Water	H2O	HMDBP11819	DNA replication licensing factor MCM5	P33992	Unknown	Mcm5
HMDB0002111	Water	H2O	HMDBP11820	DNA helicase MCM8	Q9UJA3	Unknown	Mcm8
HMDB0002111	Water	H2O	HMDBP11821	DNA helicase MCM9	Q9NXL9	Unknown	Mcm9
HMDB0002111	Water	H2O	HMDBP11823	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	Q8N4P3	Unknown	Hddc3
HMDB0002111	Water	H2O	HMDBP11831	Mannosyl-oligosaccharide glucosidase	Q13724	Unknown	Mogs
HMDB0002111	Water	H2O	HMDBP11832	Putative helicase MOV-10	Q9HCE1	Unknown	Mov10
HMDB0002111	Water	H2O	HMDBP11836	Myotubularin-related protein 1	Q13613	Unknown	Mtmr1
HMDB0002111	Water	H2O	HMDBP11837	Myotubularin-related protein 2	Q13614	Unknown	Mtmr2
HMDB0002111	Water	H2O	HMDBP11838	Myotubularin-related protein 6	Q9Y217	Unknown	Mtmr6
HMDB0002111	Water	H2O	HMDBP11839	Myotubularin-related protein 7	Q9Y216	Unknown	Mtmr7
HMDB0002111	Water	H2O	HMDBP11841	Methylthioribulose-1-phosphate dehydratase	Q96GX9	Unknown	Apip
HMDB0002111	Water	H2O	HMDBP11850	Neuron navigator 2	Q8IVL1	Unknown	Nav2
HMDB0002111	Water	H2O	HMDBP11862	Omega-amidase NIT2	Q9NQR4	Unknown	Nit2
HMDB0002111	Water	H2O	HMDBP11870	Dynamin-like 120 kDa protein, mitochondrial	O60313	Unknown	Opa1
HMDB0002111	Water	H2O	HMDBP11877	N-acetylmuramoyl-L-alanine amidase	Q96PD5	Unknown	Pglyrp2
HMDB0002111	Water	H2O	HMDBP11881	ATP-dependent DNA helicase PIF1	Q9H611	Unknown	Pif1
HMDB0002111	Water	H2O	HMDBP11883	Patatin-like phospholipase domain-containing protein 7	Q6ZV29	Unknown	Pnpla7
HMDB0002111	Water	H2O	HMDBP11894	Probable protein phosphatase 1N	Q8N819	Unknown	Ppm1n
HMDB0002111	Water	H2O	HMDBP11895	Protein phosphatase methylesterase 1	Q9Y570	Unknown	Ppme1
HMDB0002111	Water	H2O	HMDBP11901	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	Q92620	Unknown	Dhx38
HMDB0002111	Water	H2O	HMDBP11903	Phosphatidylinositol phosphatase PTPRQ	Q9UMZ3	Unknown	Ptprq
HMDB0002111	Water	H2O	HMDBP11904	Putative peptidyl-tRNA hydrolase PTRHD1	Q6GMV3	Unknown	Ptrhd1
HMDB0002111	Water	H2O	HMDBP11907	ATP-dependent DNA helicase Q4	O94761	Unknown	Recql4
HMDB0002111	Water	H2O	HMDBP11908	ATP-dependent DNA helicase Q5	O94762	Unknown	Recql5
HMDB0002111	Water	H2O	HMDBP11917	Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2	Q8IXW5	Unknown	Rpap2
HMDB0002111	Water	H2O	HMDBP11928	Regulator of telomere elongation helicase 1	Q9NZ71	Unknown	Rtel1
HMDB0002111	Water	H2O	HMDBP11929	RuvB-like 1	Q9Y265	Unknown	Ruvbl1-ps1
HMDB0002111	Water	H2O	HMDBP11951	Sphingosine-1-phosphate phosphatase 1	Q9BX95	Unknown	Sgpp1
HMDB0002111	Water	H2O	HMDBP11959	DNA-binding protein SMUBP-2	P38935	Unknown	Ighmbp2
HMDB0002111	Water	H2O	HMDBP11960	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	Q9H4L7	Unknown	Smarcad1
HMDB0002111	Water	H2O	HMDBP11962	Spastin	Q9UBP0	Unknown	Spast
HMDB0002111	Water	H2O	HMDBP11963	Protein phosphatase Slingshot homolog 3	Q8TE77	Unknown	Ssh3
HMDB0002111	Water	H2O	HMDBP11964	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	Q9NP77	Unknown	Ssu72
HMDB0002111	Water	H2O	HMDBP11969	General transcription factor IIF subunit 2	P13984	Unknown	Gtf2f2
HMDB0002111	Water	H2O	HMDBP11970	Putative ATP-dependent RNA helicase TDRD9	Q8NDG6	Unknown	Tdrd9
HMDB0002111	Water	H2O	HMDBP11971	Transitional endoplasmic reticulum ATPase	P55072	Unknown	Vcp
HMDB0002111	Water	H2O	HMDBP11976	Acyl-coenzyme A thioesterase THEM4	Q5T1C6	Unknown	Them4
HMDB0002111	Water	H2O	HMDBP11978	Fructose-2,6-bisphosphatase TIGAR	Q9NQ88	Unknown	Tigar-ps1
HMDB0002111	Water	H2O	HMDBP11987	U5 small nuclear ribonucleoprotein 200 kDa helicase	O75643	Unknown	Snrnp200
HMDB0002111	Water	H2O	HMDBP11995	Ubiquitin-associated and SH3 domain-containing protein B	Q8TF42	Unknown	Ubash3b
HMDB0002111	Water	H2O	HMDBP12004	Vacuolar protein sorting-associated protein 29	Q9UBQ0	Unknown	Vps29
HMDB0002111	Water	H2O	HMDBP12005	Vacuolar protein sorting-associated protein 4A	Q9UN37	Unknown	Vps4a
HMDB0002111	Water	H2O	HMDBP12006	Vacuolar protein sorting-associated protein 4B	O75351	Unknown	Vps4b
HMDB0002111	Water	H2O	HMDBP12010	Probable ATP-dependent RNA helicase YTHDC2	Q9H6S0	Unknown	Ythdc2
HMDB0002117	Oleamide	C18H35NO	HMDBP00072	Phospholipase A2, membrane associated	P14555	Unknown	Pla2g2a
HMDB0002117	Oleamide	C18H35NO	HMDBP00169	Amine oxidase [flavin-containing] A	P21397	Unknown	Maoa
HMDB0002117	Oleamide	C18H35NO	HMDBP02888	Fatty-acid amide hydrolase 1	O00519	Enzyme	Faah
HMDB0002117	Oleamide	C18H35NO	HMDBP00278	Aromatic-L-amino-acid decarboxylase	P20711	Enzyme	Ddc
HMDB0002124	Apigenin	C15H10O5	HMDBP00483	UDP-glucuronosyltransferase 1-1	P22309	Enzyme	Ugt1a5
HMDB0002127	3-Mercaptolactic acid	C3H6O3S	HMDBP03577	L-lactate dehydrogenase B chain	P07195	Unknown	Ldhb
HMDB0002127	3-Mercaptolactic acid	C3H6O3S	HMDBP03578	L-lactate dehydrogenase C chain	P07864	Unknown	Ldhc
HMDB0002127	3-Mercaptolactic acid	C3H6O3S	HMDBP03581	L-lactate dehydrogenase A-like 6B	Q9BYZ2	Unknown	Ldhal6b
HMDB0002134	Aminoacetone	C3H7NO	HMDBP00161	Amine oxidase [flavin-containing] B	P27338	Unknown	Maob
HMDB0002134	Aminoacetone	C3H7NO	HMDBP00169	Amine oxidase [flavin-containing] A	P21397	Unknown	Maoa
HMDB0002134	Aminoacetone	C3H7NO	HMDBP00241	Bile salt-activated lipase	P19835	Unknown	Cel
HMDB0002134	Aminoacetone	C3H7NO	HMDBP00393	Membrane primary amine oxidase	Q16853	Unknown	G6pc1
HMDB0002137	trans-3-Decenoyl-CoA	C31H52N7O17P3S	HMDBP00104	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	P11310	Unknown	Acadm
HMDB0002149	3 Hydroxycoumarin	C9H6O3	HMDBP00483	UDP-glucuronosyltransferase 1-1	P22309	Enzyme	Ugt1a5
HMDB0002151	Dimethyl sulfoxide	C2H6OS	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0002151	Dimethyl sulfoxide	C2H6OS	HMDBP01548	Cytochrome P450 2D6	P10635	Unknown	Cyp2d5
HMDB0002152	11-cis-Retinaldehyde	C20H28O	HMDBP00495	11-cis retinol dehydrogenase	Q92781	Unknown	Rdh5
HMDB0002158	Coproporphyrinogen I	C36H44N4O8	HMDBP00250	Uroporphyrinogen decarboxylase	P06132	Unknown	Urod
HMDB0002159	3a,7a-Dihydroxy-5b-cholestanoyl-CoA	C48H80N7O19P3S	HMDBP00031	3-ketoacyl-CoA thiolase, mitochondrial	P42765	Enzyme	Acaa2
HMDB0002159	3a,7a-Dihydroxy-5b-cholestanoyl-CoA	C48H80N7O19P3S	HMDBP00045	3-ketoacyl-CoA thiolase, peroxisomal	P09110	Enzyme	Acaa1b
HMDB0002159	3a,7a-Dihydroxy-5b-cholestanoyl-CoA	C48H80N7O19P3S	HMDBP00048	Trifunctional enzyme subunit beta, mitochondrial	P55084	Enzyme	Hadhb
HMDB0002159	3a,7a-Dihydroxy-5b-cholestanoyl-CoA	C48H80N7O19P3S	HMDBP03055	Bile acyl-CoA synthetase	Q9Y2P5	Enzyme	Slc27a5
HMDB0002159	3a,7a-Dihydroxy-5b-cholestanoyl-CoA	C48H80N7O19P3S	HMDBP05273	Isobutyryl-CoA dehydrogenase, mitochondrial	Q9UKU7	Unknown	Acad8
HMDB0002163	Trihydroxycoprostanoic acid	C28H48O5	HMDBP00446	Solute carrier organic anion transporter family member 1B3	Q9NPD5	Transporter	Slco1b2
HMDB0002163	Trihydroxycoprostanoic acid	C28H48O5	HMDBP00454	Solute carrier organic anion transporter family member 1B1	Q9Y6L6	Transporter	Slco1b2
HMDB0002163	Trihydroxycoprostanoic acid	C28H48O5	HMDBP02040	Canalicular multispecific organic anion transporter 2	O15438	Transporter	Abcc3
HMDB0002163	Trihydroxycoprostanoic acid	C28H48O5	HMDBP02052	Bile salt export pump	O95342	Transporter	Abcb11
HMDB0002163	Trihydroxycoprostanoic acid	C28H48O5	HMDBP02461	Ileal sodium/bile acid cotransporter	Q12908	Transporter	Slc10a2
HMDB0002163	Trihydroxycoprostanoic acid	C28H48O5	HMDBP02550	Sodium/bile acid cotransporter	Q14973	Transporter	Slc10a1
HMDB0002163	Trihydroxycoprostanoic acid	C28H48O5	HMDBP02683	Solute carrier organic anion transporter family member 1A2	P46721	Transporter	Slco1a5
HMDB0002163	Trihydroxycoprostanoic acid	C28H48O5	HMDBP03202	Solute carrier organic anion transporter family member 4A1	Q96BD0	Transporter	Slco4a1
HMDB0002163	Trihydroxycoprostanoic acid	C28H48O5	HMDBP09119	Gastrotropin	P51161	Unknown	Fabp6
HMDB0002166	(S)-beta-Aminoisobutyric acid	C4H9NO2	HMDBP00248	4-aminobutyrate aminotransferase, mitochondrial	P80404	Enzyme	Abat
HMDB0002168	Superoxide	O2	HMDBP01582	Catalase	P04040	Unknown	Cat
HMDB0002168	Superoxide	O2	HMDBP01956	Superoxide dismutase [Mn], mitochondrial	P04179	Unknown	Sod2
HMDB0002168	Superoxide	O2	HMDBP02053	Superoxide dismutase [Cu-Zn]	P00441	Unknown	Sod1
HMDB0002168	Superoxide	O2	HMDBP03151	Extracellular superoxide dismutase [Cu-Zn]	P08294	Unknown	Sod3
HMDB0002172	N1,N12-Diacetylspermine	C14H30N4O2	HMDBP00123	Peroxisomal N(1)-acetyl-spermine/spermidine oxidase	Q6QHF9	Unknown	Paox
HMDB0002174	Cobalamin	C62H88CoN13O14P	HMDBP00160	Methionine synthase	Q99707	Unknown	Mtr
HMDB0002174	Cobalamin	C62H88CoN13O14P	HMDBP01735	Transcobalamin-2	P20062	Transporter	Tcn2
HMDB0002174	Cobalamin	C62H88CoN13O14P	HMDBP02626	Cubilin	O60494	Transporter	Cubn
HMDB0002174	Cobalamin	C62H88CoN13O14P	HMDBP03093	Methylmalonic aciduria type A protein, mitochondrial	Q8IVH4	Enzyme	Mmaa
HMDB0002174	Cobalamin	C62H88CoN13O14P	HMDBP10724	Methylmalonic aciduria and homocystinuria type C protein	Q9Y4U1	Unknown	Mmachc
HMDB0002174	Cobalamin	C62H88CoN13O14P	HMDBP10792	CD320 antigen	Q9NPF0	Unknown	Ndufa7
HMDB0002174	Cobalamin	C62H88CoN13O14P	HMDBP10793	Putative uncharacterized protein TCN2	B5MBX2	Unknown	Tcn2
HMDB0002176	Ethylmethylacetic acid	C5H10O2	HMDBP00483	UDP-glucuronosyltransferase 1-1	P22309	Enzyme	Ugt1a5
HMDB0002178	3a,7a,12a-Trihydroxy-5b-cholestanoyl-CoA	C48H80N7O20P3S	HMDBP03055	Bile acyl-CoA synthetase	Q9Y2P5	Enzyme	Slc27a5
HMDB0002178	3a,7a,12a-Trihydroxy-5b-cholestanoyl-CoA	C48H80N7O20P3S	HMDBP03251	Retinol dehydrogenase 13	Q8NBN7	Enzyme	Rdh13
HMDB0002178	3a,7a,12a-Trihydroxy-5b-cholestanoyl-CoA	C48H80N7O20P3S	HMDBP05273	Isobutyryl-CoA dehydrogenase, mitochondrial	Q9UKU7	Unknown	Acad8
HMDB0002182	Phenylephrine	C9H13NO2	HMDBP00169	Amine oxidase [flavin-containing] A	P21397	Unknown	Maoa
HMDB0002182	Phenylephrine	C9H13NO2	HMDBP01601	Alpha-2A adrenergic receptor	P08913	Enzyme	Adra2a
HMDB0002182	Phenylephrine	C9H13NO2	HMDBP01602	Alpha-2B adrenergic receptor	P18089	Enzyme	Adra2b
HMDB0002182	Phenylephrine	C9H13NO2	HMDBP07433	Alpha-1A adrenergic receptor	P35348	Unknown	Adra1a
HMDB0002182	Phenylephrine	C9H13NO2	HMDBP07434	Alpha-1B adrenergic receptor	P35368	Unknown	Adra1b
HMDB0002182	Phenylephrine	C9H13NO2	HMDBP08726	Ras GTPase-activating protein-binding protein 1	Q13283	Unknown	G3bp1
HMDB0002183	Docosahexaenoic acid	C22H32O2	HMDBP01046	Cytosolic acyl coenzyme A thioester hydrolase	O00154	Enzyme	Acot7
HMDB0002183	Docosahexaenoic acid	C22H32O2	HMDBP01047	Acyl-coenzyme A thioesterase 2, mitochondrial	P49753	Enzyme	Acot2
HMDB0002183	Docosahexaenoic acid	C22H32O2	HMDBP01048	Acyl-coenzyme A thioesterase 4	Q8N9L9	Enzyme	Acot4
HMDB0002183	Docosahexaenoic acid	C22H32O2	HMDBP08638	Cytochrome P450 2U1	Q7Z449	Unknown	Cyp2u1
HMDB0002183	Docosahexaenoic acid	C22H32O2	HMDBP11000	Acyl-coenzyme A thioesterase 1	Q86TX2	Enzyme	Acot2
HMDB0002185	3-trans,5-cis-Octadienoyl-CoA	C30H48N7O16P3S	HMDBP03124	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial	Q13011	Enzyme	Ech1
HMDB0002185	3-trans,5-cis-Octadienoyl-CoA	C30H48N7O16P3S	HMDBP03314	Enoyl-CoA delta isomerase 1, mitochondrial	P42126	Enzyme	Eci1
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01544	Cytochrome P450 2E1	P05181	Unknown	Cyp2e1
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01546	Cytochrome P450 3A43	Q9HB55	Unknown	Cyp3a73
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01547	Cytochrome P450 1B1	Q16678	Unknown	Cyp1b1
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01549	Cytochrome P450 2C18	P33260	Unknown	Cyp2c55
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01551	Cytochrome P450 2F1	P24903	Unknown	Cyp2f4
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01552	Cytochrome P450 4X1	Q8N118	Unknown	Cyp4x1
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01554	Cytochrome P450 3A5	P20815	Unknown	Cyp3a73
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01556	Cytochrome P450 2A13	Q16696	Unknown	Cyp2a3
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01557	Cytochrome P450 3A7	P24462	Unknown	Cyp3a73
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01558	Cytochrome P450 4B1	P13584	Unknown	Cyp4b1
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01561	Cytochrome P450 19A1	P11511	Unknown	Cyp19a1
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01563	Cytochrome P450 2S1	Q96SQ9	Unknown	Cyp2s1
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01565	Cytochrome P450 2J2	P51589	Unknown	Cyp2j3
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01566	Cytochrome P450 2A7	P20853	Unknown	Cyp2a3
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01567	Cytochrome P450 2A6	P11509	Unknown	Cyp2a3
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP01790	Bifunctional epoxide hydrolase 2	P34913	Unknown	Ephx2
HMDB0002190	5,6-Epoxy-8,11,14-eicosatrienoic acid	C20H32O3	HMDBP07417	Cytochrome P450, family 1, subfamily A, polypeptide 1	A0N0X8	Enzyme	Cyp1a1
