mappingID1	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	sorted_pairs	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP01669	Rho guanine nucleotide exchange factor 1	Q92888	Enzyme	Arhgef1	*	*	Enzyme	Solid	HMDB0001397_Arhgef1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP01778	Ras-related C3 botulinum toxin substrate 1	P63000	Unknown	Rac1	*	*	Unknown	Solid	HMDB0001397_Rac1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP01781	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	P63092	Enzyme	Gnas	*	*	Enzyme	Solid	HMDB0001397_Gnas								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP01784	Cell division control protein 42 homolog	P60953	Unknown	Cdc42	*	*	Unknown	Solid	HMDB0001397_Cdc42								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP01788	Ras-related C3 botulinum toxin substrate 2	P15153	Unknown	Rac2	*	*	Unknown	Solid	HMDB0001397_Rac2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP01932	Vinexin	O60504	Enzyme	Sorbs3	*	*	Enzyme	Solid	HMDB0001397_Sorbs3								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP01958	GTPase HRas	P01112	Unknown	Hras	*	*	Unknown	Solid	HMDB0001397_Hras								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP01964	Rho-related GTP-binding protein RhoQ	P17081	Unknown	Rhoq	*	*	Unknown	Solid	HMDB0001397_Rhoq								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP02024	Guanine nucleotide-binding protein subunit alpha-11	P29992	Enzyme	Gna11	*	*	Enzyme	Solid	HMDB0001397_Gna11								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP02199	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11	P61952	Unknown	Gng11	*	*	Unknown	Solid	HMDB0001397_Gng11								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP02413	Guanine nucleotide-binding protein G(t) subunit alpha-1	P11488	Enzyme	Gnat1	*	*	Enzyme	Solid	HMDB0001397_Gnat1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP02731	Protein ALEX	P84996	Enzyme	Gnas	*	*	Enzyme	Solid	HMDB0001397_Gnas								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP02762	Rap guanine nucleotide exchange factor 3	O95398	Unknown	Rapgef3	*	*	Unknown	Solid	HMDB0001397_Rapgef3								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP02847	Lysophosphatidic acid receptor 2	Q9HBW0	Enzyme	Lpar2	*	*	Enzyme	Solid	HMDB0001397_Lpar2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP02943	Rap guanine nucleotide exchange factor 4	Q8WZA2	Unknown	Rapgef4	*	*	Unknown	Solid	HMDB0001397_Rapgef4								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP03208	ENTPD4 protein	Q8NE73	Enzyme	Entpd4	*	*	Enzyme	Solid	HMDB0001397_Entpd4								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP07343	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein	Q8TCU6	Unknown	Prex1	*	*	Unknown	Solid	HMDB0001397_Prex1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP07670	Ectonucleoside triphosphate diphosphohydrolase 8	Q5MY95	Unknown	Entpd8	*	*	Unknown	Solid	HMDB0001397_Entpd8								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08166	Synembryn-B	Q9NVN3	Unknown	Ric8b	*	*	Unknown	Solid	HMDB0001397_Ric8b								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08170	Rap guanine nucleotide exchange factor 6	Q8TEU7	Unknown	Rapgef6	*	*	Unknown	Solid	HMDB0001397_Rapgef6								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08311	Neuroepithelial cell-transforming gene 1 protein	Q7Z628	Unknown	Net1	*	*	Unknown	Solid	HMDB0001397_Net1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08326	Cell cycle progression protein 1	Q9ULG6	Unknown	Ccpg1	*	*	Unknown	Solid	HMDB0001397_Ccpg1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08343	Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein	Q70Z35	Unknown	Prex2	*	*	Unknown	Solid	HMDB0001397_Prex2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08354	Dedicator of cytokinesis protein 3	Q8IZD9	Unknown	Dock3	*	*	Unknown	Solid	HMDB0001397_Dock3								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08355	Dedicator of cytokinesis protein 4	Q8N1I0	Unknown	Dock4	*	*	Unknown	Solid	HMDB0001397_Dock4								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08356	Dedicator of cytokinesis protein 5	Q9H7D0	Unknown	Dock5	*	*	Unknown	Solid	HMDB0001397_Dock5								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08357	Dedicator of cytokinesis protein 6	Q96HP0	Unknown	Dock6	*	*	Unknown	Solid	HMDB0001397_Dock6								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08358	Dedicator of cytokinesis protein 7	Q96N67	Unknown	Dock7	*	*	Unknown	Solid	HMDB0001397_Dock7								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08359	Dedicator of cytokinesis protein 8	Q8NF50	Unknown	Dock8	*	*	Unknown	Solid	HMDB0001397_Dock8								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08397	GTPase-activating protein and VPS9 domain-containing protein 1	Q14C86	Unknown	Gapvd1	*	*	Unknown	Solid	HMDB0001397_Gapvd1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08399	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	P62879	Unknown	Gnb2	*	*	Unknown	Solid	HMDB0001397_Gnb2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08401	Guanine nucleotide-binding protein subunit beta-4	Q9HAV0	Unknown	Gnb4	*	*	Unknown	Solid	HMDB0001397_Gnb4								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08402	Guanine nucleotide-binding protein subunit beta-5	O14775	Unknown	Gnb5	*	*	Unknown	Solid	HMDB0001397_Gnb5								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08405	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	Q9UBI6	Unknown	Gng12	*	*	Unknown	Solid	HMDB0001397_Gng12								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08408	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3	P63215	Unknown	Gng3	*	*	Unknown	Solid	HMDB0001397_Gng3								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08412	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-8	Q9UK08	Unknown	Gng8	*	*	Unknown	Solid	HMDB0001397_Gng8								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08431	Guanine nucleotide-binding protein-like 1	P36915	Unknown	Gnl1	*	*	Unknown	Solid	HMDB0001397_Gnl1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08447	Probable E3 ubiquitin-protein ligase HERC1	Q15751	Unknown	Herc1	*	*	Unknown	Solid	HMDB0001397_Herc1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08470	IQ motif and SEC7 domain-containing protein 1	Q6DN90	Unknown	Iqsec1	*	*	Unknown	Solid	HMDB0001397_Iqsec1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08479	Guanine nucleotide exchange factor DBS	O15068	Unknown	Mcf2l	*	*	Unknown	Solid	HMDB0001397_Mcf2l								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08511	Ras-related protein Rab-5B	P61020	Unknown	Rab5b	*	*	Unknown	Solid	HMDB0001397_Rab5b								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08518	Ran-binding protein 3	Q9H6Z4	Unknown	Ranbp3	*	*	Unknown	Solid	HMDB0001397_Ranbp3								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08554	Synembryn-A	Q9NPQ8	Unknown	Ric8a	*	*	Unknown	Solid	HMDB0001397_Ric8a								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08556	Ras and Rab interactor 1	Q13671	Unknown	Rin1	*	*	Unknown	Solid	HMDB0001397_Rin1		*						
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08557	Ras and Rab interactor 2	Q8WYP3	Unknown	Rin2	*	*	Unknown	Solid	HMDB0001397_Rin2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08558	Ras and Rab interactor 3	Q8TB24	Unknown	Rin3	*	*	Unknown	Solid	HMDB0001397_Rin3								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08559	GTP-binding protein Rit1	Q92963	Unknown	Rit1	*	*	Unknown	Solid	HMDB0001397_Rit1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08563	Rap guanine nucleotide exchange factor 5	Q92565	Unknown	Rapgef5	*	*	Unknown	Solid	HMDB0001397_Rapgef5								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08565	Ras-related GTP-binding protein A	Q7L523	Unknown	Rraga	*	*	Unknown	Solid	HMDB0001397_Rraga								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08566	Ras-related GTP-binding protein B	Q5VZM2	Unknown	RragB	*	*	Unknown	Solid	HMDB0001397_RragB								*
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08567	Ras-related GTP-binding protein C	Q9HB90	Unknown	Rragc	*	*	Unknown	Solid	HMDB0001397_Rragc								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08568	Ras-related GTP-binding protein D	Q9NQL2	Unknown	Rragd	*	*	Unknown	Solid	HMDB0001397_Rragd								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08584	Secretion-regulating guanine nucleotide exchange factor	Q9UGK8	Unknown	Sergef	*	*	Unknown	Solid	HMDB0001397_Sergef								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08609	T-lymphoma invasion and metastasis-inducing protein 2	Q8IVF5	Unknown	Tiam2	*	*	Unknown	Solid	HMDB0001397_Tiam2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP08623	Protein XRP2	O75695	Unknown	Rp2	*	*	Unknown	Solid	HMDB0001397_Rp2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP09122	Rho-related GTP-binding protein RhoU	Q7L0Q8	Enzyme	Rhou	*	*	Enzyme	Solid	HMDB0001397_Rhou								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP10758	Guanine nucleotide-binding protein G(i) subunit alpha-1	P63096	Unknown	Gnai1	*	*	Unknown	Solid	HMDB0001397_Gnai1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP10759	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	Q5JWF2	Unknown	Gnas	*	*	Unknown	Solid	HMDB0001397_Gnas								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP10954	Guanine nucleotide exchange factor VAV2	P52735	Unknown	Vav2	*	*	Unknown	Solid	HMDB0001397_Vav2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP10973	Ras guanyl-releasing protein 3	Q8IV61	Unknown	Rasgrp3	*	*	Unknown	Solid	HMDB0001397_Rasgrp3								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11013	Protein RCC2	Q9P258	Enzyme	Rcc2	*	*	Enzyme	Solid	HMDB0001397_Rcc2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11014	Protein very KIND	Q76NI1	Enzyme	Kndc1	*	*	Enzyme	Solid	HMDB0001397_Kndc1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11450	Abl interactor 1	Q8IZP0	Unknown	Abi1	*	*	Unknown	Solid	HMDB0001397_Abi1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11453	G-protein-signaling modulator 1	Q86YR5	Unknown	Gpsm1	*	*	Unknown	Solid	HMDB0001397_Gpsm1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11454	GTP-binding protein GEM	P55040	Unknown	Gem	*	*	Unknown	Solid	HMDB0001397_Gem								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11456	Guanine nucleotide binding protein-like 1	B0V0L1	Unknown	Gnl1	*	*	Unknown	Solid	HMDB0001397_Gnl1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11457	Rho guanine nucleotide exchange factor 6	Q15052	Unknown	Arhgef6	*	*	Unknown	Solid	HMDB0001397_Arhgef6								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11458	Guanine nucleotide-binding protein subunit alpha-14	O95837	Unknown	Gna14	*	*	Unknown	Solid	HMDB0001397_Gna14								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11459	PH and SEC7 domain-containing protein 4	Q8NDX1	Unknown	Psd4	*	*	Unknown	Solid	HMDB0001397_Psd4								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11460	Rho guanine nucleotide exchange factor 9	O43307	Unknown	Arhgef9	*	*	Unknown	Solid	HMDB0001397_Arhgef9								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11461	Guanine nucleotide-binding protein G(k) subunit alpha	P08754	Unknown	Gnai3	*	*	Unknown	Solid	HMDB0001397_Gnai3								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11462	Epithelial cell-transforming sequence 2 oncogene-like	Q008S8	Unknown	Ect2l	*	*	Unknown	Solid	HMDB0001397_Ect2l								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11463	Pleckstrin homology domain-containing family G member 6	Q3KR16	Unknown	Plekhg6	*	*	Unknown	Solid	HMDB0001397_Plekhg6								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11464	Guanine nucleotide-binding protein G(i) subunit alpha-2	P04899	Unknown	Gnai2	*	*	Unknown	Solid	HMDB0001397_Gnai2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11466	Guanine nucleotide-binding protein G(t) subunit alpha-2	P19087	Unknown	Gnat2	*	*	Unknown	Solid	HMDB0001397_Gnat2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11467	Rho guanine nucleotide exchange factor 37	A1IGU5	Unknown	Arhgef37	*	*	Unknown	Solid	HMDB0001397_Arhgef37								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11468	PH and SEC7 domain-containing protein 3	Q9NYI0	Unknown	Psd3	*	*	Unknown	Solid	HMDB0001397_Psd3								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11470	Guanine nucleotide-binding protein G(o) subunit alpha	P09471	Unknown	Gnao1	*	*	Unknown	Solid	HMDB0001397_Gnao1						*		
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11471	Ras-GEF domain-containing family member 1B	Q0VAM2	Unknown	Rasgef1b	*	*	Unknown	Solid	HMDB0001397_Rasgef1b								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11472	Rho guanine nucleotide exchange factor 18	Q6ZSZ5	Unknown	Arhgef18	*	*	Unknown	Solid	HMDB0001397_Arhgef18								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11473	ALS2 C-terminal-like protein	Q60I27	Unknown	Als2cl	*	*	Unknown	Solid	HMDB0001397_Als2cl								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11474	Switch-associated protein 70	Q9UH65	Unknown	Swap70	*	*	Unknown	Solid	HMDB0001397_Swap70								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11475	Ras-specific guanine nucleotide-releasing factor RalGPS2	Q86X27	Unknown	Ralgps2	*	*	Unknown	Solid	HMDB0001397_Ralgps2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11476	FERM, RhoGEF and pleckstrin domain-containing protein 2	O94887	Unknown	Farp2	*	*	Unknown	Solid	HMDB0001397_Farp2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11478	Guanine nucleotide-binding protein subunit alpha-13	Q14344	Unknown	Gna13	*	*	Unknown	Solid	HMDB0001397_Gna13								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11481	Rho guanine nucleotide exchange factor 7	Q14155	Unknown	Arhgef7	*	*	Unknown	Solid	HMDB0001397_Arhgef7								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11482	Guanine nucleotide binding protein (G protein), alpha 14	B1ALW3	Unknown	Gna14	*	*	Unknown	Solid	HMDB0001397_Gna14								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11483	Guanine nucleotide binding protein-like 1	A2AB27	Unknown	Gnl1	*	*	Unknown	Solid	HMDB0001397_Gnl1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11484	Guanine nucleotide-binding protein subunit alpha-12	Q03113	Unknown	Gna12	*	*	Unknown	Solid	HMDB0001397_Gna12								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11485	Ras-specific guanine nucleotide-releasing factor RalGPS1	Q5JS13	Unknown	Ralgps1	*	*	Unknown	Solid	HMDB0001397_Ralgps1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11486	Rho guanine nucleotide exchange factor 11	O15085	Unknown	Arhgef11	*	*	Unknown	Solid	HMDB0001397_Arhgef11								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11487	Growth factor receptor-bound protein 2	P62993	Unknown	Grb2	*	*	Unknown	Solid	HMDB0001397_Grb2								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11489	Rho guanine nucleotide exchange factor 10-like protein	Q9HCE6	Unknown	Arhgef10l	*	*	Unknown	Solid	HMDB0001397_Arhgef10l								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11492	Prolactin regulatory element-binding protein	Q9HCU5	Unknown	Preb	*	*	Unknown	Solid	HMDB0001397_Preb								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11494	Guanine nucleotide exchange factor for Rab-3A	Q8TBN0	Unknown	Rab3il1	*	*	Unknown	Solid	HMDB0001397_Rab3il1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11495	Engulfment and cell motility protein 1	Q92556	Unknown	Elmo1	*	*	Unknown	Solid	HMDB0001397_Elmo1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11496	GRB2-related adapter protein	Q13588	Unknown	Grap	*	*	Unknown	Solid	HMDB0001397_Grap								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11498	Engulfment and cell motility protein 3	Q96BJ8	Unknown	Elmo3	*	*	Unknown	Solid	HMDB0001397_Elmo3								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11500	Differentially expressed in FDCP 6 homolog	Q9H4E7	Unknown	Def6	*	*	Unknown	Solid	HMDB0001397_Def6								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11501	Alpha-catulin	Q9UBT7	Unknown	Ctnnal1	*	*	Unknown	Solid	HMDB0001397_Ctnnal1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11505	Rho guanine nucleotide exchange factor 17	Q96PE2	Unknown	Arhgef17	*	*	Unknown	Solid	HMDB0001397_Arhgef17								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11507	Rho guanine nucleotide exchange factor 12	Q9NZN5	Unknown	Arhgef12	*	*	Unknown	Solid	HMDB0001397_Arhgef12								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11508	Ephexin-1	Q8N5V2	Unknown	Ngef	*	*	Unknown	Solid	HMDB0001397_Ngef								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11509	Guanine nucleotide binding protein-like 1	B0V0L0	Unknown	Gnl1	*	*	Unknown	Solid	HMDB0001397_Gnl1								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11510	Guanine nucleotide-binding protein G(olf) subunit alpha	P38405	Unknown	Gnal	*	*	Unknown	Solid	HMDB0001397_Gnal								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11511	Guanine nucleotide-binding protein subunit alpha-15	P30679	Unknown	Gna15	*	*	Unknown	Solid	HMDB0001397_Gna15								
HMDB0001397	Guanosine monophosphate	C10H14N5O8P	HMDBP11512	Rho guanine nucleotide exchange factor 3	Q9NR81	Unknown	Arhgef3	*	*	Unknown	Solid	HMDB0001397_Arhgef3								
HMDB0001401	Glucose 6-phosphate	C6H13O9P	HMDBP00210	Glucokinase	P35557	Enzyme	Gck	*	*	Enzyme	Solid	HMDB0001401_Gck		*			*			
HMDB0001401	Glucose 6-phosphate	C6H13O9P	HMDBP00328	Glucose-6-phosphate 1-dehydrogenase	P11413	Enzyme	G6pd	*	*	Enzyme	Solid	HMDB0001401_G6pd								
HMDB0001401	Glucose 6-phosphate	C6H13O9P	HMDBP00329	GDH/6PGL endoplasmic bifunctional protein	O95479	Unknown	H6pd	*	*	Unknown	Solid	HMDB0001401_H6pd								
HMDB0001401	Glucose 6-phosphate	C6H13O9P	HMDBP00369	ADP-dependent glucokinase	Q9BRR6	Unknown	Adpgk	*	*	Unknown	Solid	HMDB0001401_Adpgk								
HMDB0001401	Glucose 6-phosphate	C6H13O9P	HMDBP00806	Glucose-6-phosphate isomerase	P06744	Enzyme	Gpi	*	*	Enzyme	Solid	HMDB0001401_Gpi								
HMDB0001401	Glucose 6-phosphate	C6H13O9P	HMDBP01107	Phosphoglucomutase-1	P36871	Unknown	Pgm1	*	*	Unknown	Solid	HMDB0001401_Pgm1								
HMDB0001401	Glucose 6-phosphate	C6H13O9P	HMDBP02909	Glucokinase regulatory protein	Q14397	Enzyme	Gckr	*	*	Enzyme	Solid	HMDB0001401_Gckr								
HMDB0001401	Glucose 6-phosphate	C6H13O9P	HMDBP03741	Phosphoglucomutase-2	Q96G03	Unknown	Pgm2	*	*	Unknown	Solid	HMDB0001401_Pgm2								
HMDB0001406	Niacinamide	C6H6N2O	HMDBP00423	Nicotinamide N-methyltransferase	P40261	Unknown	Nnmt	*	*	Unknown	Solid	HMDB0001406_Nnmt								
HMDB0001406	Niacinamide	C6H6N2O	HMDBP00903	NAD-dependent protein deacetylase sirtuin-6	Q8N6T7	Unknown	Sirt6	*	*	Unknown	Solid	HMDB0001406_Sirt6								
HMDB0001406	Niacinamide	C6H6N2O	HMDBP00906	Ecto-ADP-ribosyltransferase 3	Q13508	Unknown	Art3	*	*	Unknown	Solid	HMDB0001406_Art3								
HMDB0001406	Niacinamide	C6H6N2O	HMDBP00919	Ecto-ADP-ribosyltransferase 4	Q93070	Unknown	Art4	*	*	Unknown	Solid	HMDB0001406_Art4								
HMDB0001414	Putrescine	C4H12N2	HMDBP01034	Ornithine decarboxylase	P11926	Enzyme	Odc1	*	*	Enzyme	Solid	HMDB0001414_Odc1								
HMDB0001414	Putrescine	C4H12N2	HMDBP02696	Agmatinase, mitochondrial	Q9BSE5	Unknown	Agmat	*	*	Unknown	Solid	HMDB0001414_Agmat								
HMDB0001414	Putrescine	C4H12N2	HMDBP10709	Ornithine decarboxylase antizyme 1	P54368	Enzyme	Oaz1	*	*	Enzyme	Solid	HMDB0001414_Oaz1								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00010	ATP-citrate synthase	P53396	Enzyme	Acly	*	*	Enzyme	Solid	HMDB0001423_Acly								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00012	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	P11177	Enzyme	Pdhb	*	*	Enzyme	Solid	HMDB0001423_Pdhb								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00013	Acetyl-CoA acetyltransferase, cytosolic	Q9BWD1	Enzyme	Acat2	*	*	Enzyme	Solid	HMDB0001423_Acat2								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00015	Diamine acetyltransferase 2	Q96F10	Enzyme	Sat2	*	*	Enzyme	Solid	HMDB0001423_Sat2								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00020	Arylamine N-acetyltransferase 1	P18440	Enzyme	Nat1	*	*	Enzyme	Solid	HMDB0001423_Nat1								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00021	Arylamine N-acetyltransferase 2	P11245	Enzyme	Nat1	*	*	Enzyme	Solid	HMDB0001423_Nat1								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00029	Diamine acetyltransferase 1	P21673	Enzyme	Sat1	*	*	Enzyme	Solid	HMDB0001423_Sat1								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00031	3-ketoacyl-CoA thiolase, mitochondrial	P42765	Enzyme	Acaa2	*	*	Enzyme	Solid	HMDB0001423_Acaa2								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00035	Fatty acid synthase	P49327	Enzyme	Fasn	*	*	Enzyme	Solid	HMDB0001423_Fasn								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00037	Acetyl-coenzyme A synthetase, cytoplasmic	Q9NR19	Enzyme	Acss2	*	*	Enzyme	Solid	HMDB0001423_Acss2								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00048	Trifunctional enzyme subunit beta, mitochondrial	P55084	Enzyme	Hadhb	*	*	Enzyme	Solid	HMDB0001423_Hadhb								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00049	2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial	O75600	Enzyme	Gcat	*	*	Enzyme	Solid	HMDB0001423_Gcat								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00051	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	Q02252	Unknown	Aldh6a1	*	*	Unknown	Solid	HMDB0001423_Aldh6a1								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00053	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	Q01581	Enzyme	Hmgcs1	*	*	Enzyme	Solid	HMDB0001423_Hmgcs1								
HMDB0001423	Coenzyme A	C21H36N7O16P3S	HMDBP00054	Dihydrolipoyl dehydrogenase, mitochondrial	P09622	Unknown	Dld	*	*	Unknown	Solid	HMDB0001423_Dld								
